time,gFx,gFy,gFz,aT
8.223000,-0.0207,0.3984,0.8844,0.970
8.228000,-0.0200,0.3992,0.8949,0.980
8.233000,-0.0263,0.4018,0.9066,0.992
8.243000,-0.0319,0.4084,0.9134,1.001
8.244000,-0.0349,0.4126,0.9198,1.009
8.248000,-0.0441,0.4123,0.9286,1.017
8.252000,-0.0490,0.4133,0.9332,1.022
8.256000,-0.0512,0.4077,0.9405,1.026
8.261000,-0.0612,0.4001,0.9447,1.028
8.267000,-0.0683,0.3962,0.9437,1.026
8.272000,-0.0790,0.3933,0.9427,1.025
8.276000,-0.0830,0.3972,0.9459,1.029
8.289000,-0.0876,0.4018,0.9466,1.032
8.290000,-0.0922,0.4089,0.9513,1.040
8.295000,-0.0937,0.4141,0.9532,1.043
8.295000,-0.0942,0.4150,0.9591,1.049
8.302000,-0.0920,0.4138,0.9686,1.057
8.307000,-0.0869,0.4155,0.9745,1.063
8.315000,-0.0817,0.4138,0.9833,1.070
8.317000,-0.0805,0.4165,0.9925,1.079
8.320000,-0.0776,0.4177,1.0060,1.092
8.325000,-0.0756,0.4189,1.0187,1.104
8.331000,-0.0744,0.4194,1.0231,1.108
8.336000,-0.0725,0.4158,1.0282,1.111
8.340000,-0.0705,0.4150,1.0292,1.112
8.345000,-0.0693,0.4089,1.0319,1.112
8.350000,-0.0671,0.4055,1.0319,1.111
8.354000,-0.0700,0.4082,1.0299,1.110
8.359000,-0.0676,0.4092,1.0345,1.115
8.367000,-0.0678,0.4087,1.0338,1.114
8.369000,-0.0624,0.4053,1.0336,1.112
8.374000,-0.0580,0.4033,1.0363,1.113
8.379000,-0.0556,0.3989,1.0404,1.116
8.383000,-0.0510,0.3955,1.0502,1.123
8.388000,-0.0544,0.3940,1.0597,1.132
8.394000,-0.0600,0.3943,1.0712,1.143
8.404000,-0.0671,0.3950,1.0797,1.152
8.405000,-0.0681,0.3962,1.0914,1.163
8.409000,-0.0746,0.3960,1.0975,1.169
8.413000,-0.0771,0.3970,1.1027,1.174
8.417000,-0.0766,0.3935,1.1024,1.173
8.424000,-0.0690,0.3899,1.0931,1.163
8.428000,-0.0617,0.3826,1.0885,1.155
8.440000,-0.0532,0.3730,1.0888,1.152
8.441000,-0.0439,0.3635,1.0875,1.148
8.444000,-0.0419,0.3591,1.0907,1.149
8.448000,-0.0422,0.3511,1.1000,1.155
8.453000,-0.0461,0.3462,1.1171,1.170
8.457000,-0.0578,0.3457,1.1351,1.188
8.463000,-0.0695,0.3476,1.1474,1.201
8.468000,-0.0810,0.3481,1.1566,1.211
8.472000,-0.0888,0.3537,1.1664,1.222
8.477000,-0.0839,0.3525,1.1740,1.229
8.482000,-0.0695,0.3481,1.1737,1.226
8.489000,-0.0580,0.3447,1.1710,1.222
8.493000,-0.0446,0.3403,1.1598,1.210
8.501000,-0.0324,0.3342,1.1559,1.204
8.501000,-0.0226,0.3291,1.1522,1.199
8.510000,-0.0121,0.3252,1.1461,1.191
8.511000,-0.0046,0.3264,1.1434,1.189
8.516000,0.0047,0.3271,1.1342,1.180
8.526000,0.0154,0.3271,1.1224,1.169
8.529000,0.0255,0.3205,1.1112,1.157
8.532000,0.0416,0.3105,1.1017,1.145
8.536000,0.0548,0.2973,1.0961,1.137
8.541000,0.0672,0.2815,1.0902,1.128
8.546000,0.0760,0.2636,1.0895,1.124
8.552000,0.0709,0.2541,1.0914,1.123
8.555000,0.0672,0.2441,1.0958,1.125
8.560000,0.0633,0.2370,1.1083,1.135
8.566000,0.0604,0.2221,1.1234,1.147
8.569000,0.0579,0.2058,1.1395,1.159
8.574000,0.0533,0.1855,1.1522,1.168
8.580000,0.0474,0.1677,1.1659,1.179
8.585000,0.0401,0.1594,1.1754,1.187
8.590000,0.0306,0.1584,1.1779,1.189
8.594000,0.0286,0.1584,1.1779,1.189
8.601000,0.0313,0.1628,1.1674,1.179
8.604000,0.0416,0.1652,1.1561,1.169
8.612000,0.0543,0.1667,1.1339,1.147
8.614000,0.0704,0.1721,1.1044,1.120
8.619000,0.0872,0.1760,1.0719,1.090
8.624000,0.0972,0.1821,1.0348,1.055
8.630000,0.1077,0.1892,1.0018,1.025
8.633000,0.1124,0.1945,0.9657,0.991
8.639000,0.1121,0.2031,0.9408,0.969
8.643000,0.1060,0.2092,0.9169,0.946
8.649000,0.0938,0.2070,0.8954,0.924
8.653000,0.0792,0.2006,0.8810,0.907
8.658000,0.0631,0.1941,0.8636,0.887
8.663000,0.0445,0.1862,0.8487,0.870
8.668000,0.0264,0.1792,0.8414,0.861
8.674000,0.0106,0.1753,0.8353,0.854
8.678000,-0.0043,0.1757,0.8377,0.856
8.684000,-0.0121,0.1767,0.8380,0.857
8.688000,-0.0178,0.1836,0.8399,0.860
8.693000,-0.0195,0.1875,0.8421,0.863
8.698000,-0.0158,0.1926,0.8414,0.863
8.709000,-0.0075,0.1950,0.8429,0.865
8.709000,0.0018,0.2014,0.8429,0.867
8.714000,0.0123,0.2070,0.8377,0.863
8.718000,0.0167,0.2133,0.8309,0.858
8.722000,0.0233,0.2231,0.8207,0.851
8.726000,0.0306,0.2370,0.8089,0.844
8.732000,0.0328,0.2451,0.7953,0.833
8.736000,0.0384,0.2536,0.7860,0.827
8.741000,0.0443,0.2578,0.7804,0.823
8.746000,0.0477,0.2641,0.7828,0.828
8.751000,0.0496,0.2666,0.7831,0.829
8.757000,0.0487,0.2651,0.7901,0.835
8.761000,0.0443,0.2629,0.7960,0.839
8.768000,0.0372,0.2634,0.8021,0.845
8.771000,0.0296,0.2632,0.8097,0.852
8.776000,0.0225,0.2617,0.8172,0.858
8.781000,0.0135,0.2575,0.8238,0.863
8.786000,0.0089,0.2544,0.8419,0.880
8.791000,-0.0014,0.2507,0.8587,0.895
8.796000,-0.0104,0.2470,0.8673,0.902
8.809000,-0.0246,0.2488,0.8680,0.903
8.810000,-0.0366,0.2483,0.8722,0.908
8.810000,-0.0395,0.2507,0.8670,0.903
8.816000,-0.0388,0.2558,0.8690,0.907
8.820000,-0.0312,0.2602,0.8651,0.904
8.824000,-0.0265,0.2700,0.8553,0.897
8.832000,-0.0204,0.2754,0.8402,0.884
8.835000,-0.0151,0.2871,0.8233,0.872
8.840000,-0.0141,0.2973,0.8099,0.863
8.844000,-0.0121,0.3115,0.7926,0.852
8.849000,-0.0092,0.3232,0.7770,0.842
8.854000,-0.0051,0.3296,0.7662,0.834
8.860000,0.0006,0.3376,0.7547,0.827
8.864000,0.0093,0.3452,0.7462,0.822
8.870000,0.0196,0.3508,0.7352,0.815
8.874000,0.0272,0.3562,0.7289,0.812
8.879000,0.0342,0.3564,0.7242,0.808
8.886000,0.0372,0.3616,0.7152,0.802
8.889000,0.0394,0.3618,0.7105,0.798
8.893000,0.0443,0.3686,0.7137,0.805
8.898000,0.0452,0.3740,0.7169,0.810
8.906000,0.0438,0.3762,0.7257,0.819
8.910000,0.0445,0.3794,0.7389,0.832
8.913000,0.0462,0.3747,0.7616,0.850
8.918000,0.0530,0.3718,0.7828,0.868
8.932000,0.0552,0.3650,0.8028,0.884
8.934000,0.0540,0.3606,0.8175,0.895
8.935000,0.0521,0.3555,0.8356,0.910
8.938000,0.0435,0.3545,0.8480,0.920
8.942000,0.0350,0.3540,0.8653,0.936
8.947000,0.0264,0.3535,0.8800,0.949
8.952000,0.0189,0.3525,0.8959,0.963
8.957000,0.0091,0.3498,0.9051,0.970
8.961000,0.0032,0.3474,0.9156,0.979
8.967000,-0.0031,0.3474,0.9259,0.989
8.972000,-0.0090,0.3457,0.9352,0.997
8.976000,-0.0217,0.3469,0.9410,1.003
8.981000,-0.0331,0.3542,0.9401,1.005
8.986000,-0.0485,0.3603,0.9440,1.012
8.991000,-0.0558,0.3677,0.9547,1.025
8.996000,-0.0571,0.3689,0.9689,1.038
9.008000,-0.0524,0.3745,0.9847,1.055
9.009000,-0.0461,0.3755,0.9950,1.064
9.012000,-0.0358,0.3804,1.0013,1.072
9.017000,-0.0295,0.3818,0.9999,1.071
9.020000,-0.0244,0.3869,0.9957,1.069
9.026000,-0.0187,0.3877,0.9945,1.068
9.035000,-0.0148,0.3869,0.9896,1.063
9.038000,-0.0121,0.3911,0.9784,1.054
9.040000,-0.0082,0.3909,0.9657,1.042
9.046000,-0.0077,0.3926,0.9552,1.033
9.050000,-0.0046,0.3896,0.9430,1.020
9.056000,-0.0048,0.3901,0.9232,1.002
9.060000,-0.0053,0.3913,0.9088,0.989
9.066000,-0.0119,0.3955,0.8893,0.973
9.070000,-0.0222,0.4009,0.8793,0.967
9.075000,-0.0280,0.4043,0.8727,0.962
9.079000,-0.0322,0.4087,0.8695,0.961
9.088000,-0.0300,0.4126,0.8778,0.970
9.090000,-0.0231,0.4136,0.8841,0.976
9.094000,-0.0168,0.4143,0.8890,0.981
9.099000,-0.0107,0.4145,0.8961,0.987
9.106000,-0.0041,0.4160,0.9034,0.995
9.110000,0.0018,0.4155,0.9088,0.999
9.115000,0.0062,0.4180,0.9142,1.005
9.119000,0.0130,0.4199,0.9134,1.005
9.128000,0.0145,0.4250,0.9125,1.007
9.129000,0.0203,0.4258,0.9049,1.000
9.134000,0.0203,0.4243,0.8990,0.994
9.138000,0.0228,0.4258,0.8910,0.988
9.144000,0.0228,0.4272,0.8873,0.985
9.148000,0.0267,0.4260,0.8880,0.985
9.154000,0.0330,0.4272,0.8893,0.987
9.158000,0.0318,0.4292,0.8900,0.989
9.163000,0.0328,0.4292,0.8910,0.990
9.169000,0.0345,0.4255,0.8868,0.984
9.173000,0.0347,0.4263,0.8856,0.983
9.178000,0.0313,0.4233,0.8844,0.981
9.182000,0.0284,0.4255,0.8851,0.983
9.190000,0.0208,0.4285,0.8795,0.979
9.193000,0.0145,0.4265,0.8793,0.977
9.197000,0.0093,0.4297,0.8778,0.977
9.207000,0.0042,0.4299,0.8761,0.976
9.208000,0.0098,0.4304,0.8785,0.978
9.212000,0.0142,0.4311,0.8805,0.980
9.217000,0.0201,0.4299,0.8851,0.984
9.227000,0.0255,0.4294,0.8917,0.990
9.228000,0.0301,0.4302,0.8937,0.992
9.232000,0.0318,0.4275,0.9042,1.001
9.237000,0.0308,0.4265,0.9188,1.013
9.243000,0.0301,0.4267,0.9335,1.027
9.247000,0.0259,0.4238,0.9452,1.036
9.251000,0.0208,0.4221,0.9581,1.047
9.256000,0.0123,0.4162,0.9703,1.056
9.261000,0.0015,0.4136,0.9808,1.064
9.266000,-0.0087,0.4153,0.9913,1.075
9.272000,-0.0178,0.4153,1.0030,1.086
9.276000,-0.0251,0.4123,1.0126,1.094
9.280000,-0.0302,0.4106,1.0233,1.103
9.290000,-0.0327,0.4018,1.0350,1.111
9.293000,-0.0317,0.3909,1.0499,1.121
9.295000,-0.0346,0.3843,1.0665,1.134
9.299000,-0.0346,0.3791,1.0826,1.148
9.304000,-0.0388,0.3799,1.0963,1.161
9.316000,-0.0488,0.3823,1.1139,1.179
9.317000,-0.0602,0.3869,1.1312,1.197
9.319000,-0.0681,0.3955,1.1386,1.207
9.324000,-0.0720,0.3992,1.1425,1.212
9.330000,-0.0727,0.4009,1.1422,1.213
9.335000,-0.0698,0.4009,1.1439,1.214
9.340000,-0.0595,0.3960,1.1471,1.215
9.344000,-0.0485,0.3921,1.1530,1.219
9.349000,-0.0414,0.3845,1.1554,1.218
9.354000,-0.0346,0.3862,1.1503,1.214
9.358000,-0.0312,0.3816,1.1415,1.204
9.364000,-0.0317,0.3865,1.1315,1.196
9.370000,-0.0327,0.3891,1.1166,1.183
9.374000,-0.0392,0.3931,1.1014,1.170
9.379000,-0.0427,0.3979,1.0853,1.157
9.383000,-0.0473,0.4016,1.0665,1.141
9.388000,-0.0480,0.3996,1.0480,1.123
9.393000,-0.0453,0.3953,1.0304,1.105
9.399000,-0.0453,0.3926,1.0194,1.093
9.403000,-0.0468,0.3911,1.0079,1.082
9.411000,-0.0451,0.3955,0.9987,1.075
9.412000,-0.0456,0.4038,0.9877,1.068
9.417000,-0.0449,0.4077,0.9838,1.066
9.423000,-0.0363,0.4121,0.9781,1.062
9.432000,-0.0253,0.4114,0.9811,1.064
9.433000,-0.0126,0.4087,0.9840,1.066
9.437000,-0.0041,0.4070,0.9852,1.066
9.442000,0.0030,0.4082,0.9857,1.067
9.446000,0.0096,0.4060,0.9855,1.066
9.452000,0.0140,0.4053,0.9860,1.066
9.457000,0.0152,0.4006,0.9855,1.064
9.462000,0.0174,0.3928,0.9899,1.065
9.467000,0.0184,0.3852,0.9872,1.060
9.472000,0.0093,0.3757,0.9823,1.052
9.476000,0.0030,0.3686,0.9845,1.051
9.481000,0.0003,0.3594,0.9879,1.051
9.488000,-0.0063,0.3525,0.9908,1.052
9.492000,-0.0114,0.3447,0.9938,1.052
9.496000,-0.0168,0.3359,0.9955,1.051
9.500000,-0.0209,0.3296,0.9965,1.050
9.511000,-0.0263,0.3279,0.9962,1.049
9.512000,-0.0287,0.3249,0.9952,1.047
9.516000,-0.0336,0.3230,0.9901,1.042
9.533000,-0.0295,0.3222,0.9889,1.040
9.534000,-0.0270,0.3232,0.9852,1.037
9.534000,-0.0190,0.3252,0.9777,1.030
9.535000,-0.0160,0.3254,0.9645,1.018
9.540000,-0.0160,0.3232,0.9545,1.008
9.545000,-0.0163,0.3232,0.9440,0.998
9.550000,-0.0190,0.3215,0.9305,0.985
9.556000,-0.0200,0.3193,0.9210,0.975
9.560000,-0.0185,0.3178,0.9090,0.963
9.564000,-0.0207,0.3176,0.8993,0.954
9.571000,-0.0229,0.3157,0.8854,0.940
9.574000,-0.0268,0.3125,0.8751,0.930
9.579000,-0.0217,0.3139,0.8629,0.918
9.584000,-0.0217,0.3093,0.8478,0.903
9.589000,-0.0219,0.3066,0.8326,0.888
9.594000,-0.0229,0.3044,0.8243,0.879
9.598000,-0.0219,0.2993,0.8104,0.864
9.608000,-0.0241,0.2998,0.8004,0.855
9.609000,-0.0305,0.2998,0.7916,0.847
9.613000,-0.0287,0.2990,0.7831,0.839
9.618000,-0.0241,0.3027,0.7784,0.836
9.623000,-0.0148,0.3044,0.7826,0.840
9.630000,-0.0060,0.3098,0.7882,0.847
9.634000,0.0035,0.3154,0.7955,0.856
9.638000,0.0137,0.3181,0.8036,0.864
9.646000,0.0230,0.3205,0.8158,0.877
9.649000,0.0291,0.3218,0.8309,0.892
9.652000,0.0318,0.3247,0.8485,0.909
9.658000,0.0308,0.3244,0.8597,0.919
9.662000,0.0272,0.3252,0.8719,0.931
9.668000,0.0225,0.3230,0.8793,0.937
9.672000,0.0233,0.3203,0.8856,0.942
9.677000,0.0191,0.3149,0.8832,0.938
9.682000,0.0106,0.3056,0.8788,0.930
9.695000,0.0010,0.2986,0.8717,0.921
9.696000,-0.0058,0.2949,0.8605,0.910
9.697000,-0.0143,0.2956,0.8487,0.899
9.701000,-0.0261,0.3000,0.8314,0.884
9.707000,-0.0366,0.3030,0.8185,0.873
9.711000,-0.0439,0.3078,0.8014,0.860
9.717000,-0.0480,0.3091,0.7818,0.842
9.721000,-0.0558,0.3154,0.7696,0.834
9.726000,-0.0593,0.3171,0.7577,0.823
9.731000,-0.0695,0.3264,0.7469,0.818
9.737000,-0.0810,0.3340,0.7437,0.819
9.740000,-0.0886,0.3369,0.7506,0.827
9.746000,-0.0905,0.3418,0.7601,0.838
9.751000,-0.0934,0.3445,0.7735,0.852
9.756000,-0.0886,0.3454,0.7855,0.863
9.761000,-0.0847,0.3435,0.8031,0.878
9.765000,-0.0815,0.3423,0.8192,0.892
9.771000,-0.0790,0.3457,0.8360,0.908
9.776000,-0.0776,0.3484,0.8502,0.922
9.780000,-0.0786,0.3515,0.8614,0.934
9.785000,-0.0798,0.3547,0.8702,0.943
9.791000,-0.0776,0.3545,0.8795,0.951
9.796000,-0.0773,0.3520,0.8851,0.956
9.800000,-0.0737,0.3511,0.8868,0.957
9.804000,-0.0690,0.3489,0.8880,0.957
9.809000,-0.0685,0.3467,0.8858,0.954
9.817000,-0.0707,0.3474,0.8771,0.946
9.820000,-0.0698,0.3515,0.8712,0.942
9.824000,-0.0690,0.3555,0.8658,0.938
9.829000,-0.0656,0.3598,0.8661,0.940
9.846000,-0.0588,0.3633,0.8697,0.944
9.847000,-0.0515,0.3674,0.8771,0.952
9.848000,-0.0449,0.3743,0.8871,0.964
9.848000,-0.0378,0.3762,0.8944,0.971
9.854000,-0.0309,0.3777,0.9068,0.983
9.859000,-0.0239,0.3777,0.9115,0.987
9.864000,-0.0229,0.3782,0.9156,0.991
9.868000,-0.0126,0.3806,0.9188,0.995
9.873000,-0.0099,0.3850,0.9166,0.994
9.878000,-0.0082,0.3865,0.9198,0.998
9.883000,-0.0107,0.3865,0.9259,1.003
9.888000,-0.0146,0.3840,0.9327,1.009
9.894000,-0.0207,0.3826,0.9401,1.015
9.898000,-0.0222,0.3801,0.9444,1.018
9.902000,-0.0287,0.3808,0.9508,1.025
9.910000,-0.0312,0.3799,0.9471,1.021
9.912000,-0.0370,0.3828,0.9437,1.019
9.918000,-0.0390,0.3899,0.9313,1.010
9.921000,-0.0368,0.3933,0.9217,1.003
9.928000,-0.0351,0.3999,0.9108,0.995
9.932000,-0.0278,0.4053,0.8963,0.984
9.937000,-0.0226,0.4119,0.8824,0.974
9.941000,-0.0134,0.4204,0.8697,0.966
9.946000,-0.0056,0.4189,0.8636,0.960
9.951000,0.0013,0.4204,0.8595,0.957
9.956000,0.0086,0.4202,0.8619,0.959
9.961000,0.0125,0.4204,0.8666,0.963
9.966000,0.0152,0.4231,0.8734,0.971
9.971000,0.0167,0.4241,0.8824,0.979
9.976000,0.0176,0.4228,0.8939,0.989
9.980000,0.0218,0.4199,0.9025,0.996
9.986000,0.0259,0.4199,0.9142,1.006
9.991000,0.0250,0.4167,0.9239,1.014
9.996000,0.0228,0.4141,0.9291,1.017
10.000000,0.0184,0.4165,0.9376,1.026
10.014000,0.0157,0.4148,0.9403,1.028
10.016000,0.0128,0.4160,0.9440,1.032
10.017000,0.0091,0.4187,0.9530,1.041
10.022000,0.0054,0.4184,0.9598,1.047
10.026000,0.0008,0.4221,0.9696,1.057
10.029000,-0.0007,0.4233,0.9784,1.066
10.035000,0.0010,0.4238,0.9840,1.071
10.040000,0.0059,0.4265,0.9867,1.075
10.044000,0.0089,0.4248,0.9821,1.070
10.049000,0.0133,0.4202,0.9762,1.063
10.054000,0.0120,0.4194,0.9669,1.054
10.060000,0.0103,0.4184,0.9559,1.044
10.064000,0.0059,0.4192,0.9474,1.036
10.069000,0.0028,0.4224,0.9418,1.032
10.074000,-0.0036,0.4224,0.9330,1.024
10.078000,-0.0051,0.4236,0.9303,1.022
10.083000,-0.0048,0.4214,0.9291,1.020
10.095000,-0.0029,0.4192,0.9254,1.016
10.096000,0.0023,0.4189,0.9281,1.018
10.100000,0.0020,0.4206,0.9327,1.023
10.103000,0.0006,0.4192,0.9364,1.026
10.108000,0.0018,0.4184,0.9484,1.037
10.119000,0.0006,0.4189,0.9652,1.052
10.121000,-0.0014,0.4211,0.9791,1.066
10.123000,-0.0046,0.4194,0.9874,1.073
10.128000,-0.0097,0.4119,0.9925,1.075
10.135000,-0.0129,0.4057,0.9994,1.079
10.139000,-0.0187,0.4062,0.9957,1.076
10.143000,-0.0241,0.4079,0.9872,1.068
10.147000,-0.0329,0.4094,0.9767,1.060
10.152000,-0.0341,0.4182,0.9733,1.060
10.158000,-0.0356,0.4228,0.9777,1.066
10.162000,-0.0305,0.4270,0.9791,1.069
10.167000,-0.0246,0.4311,0.9811,1.072
10.173000,-0.0114,0.4304,0.9874,1.077
10.177000,0.0035,0.4287,0.9899,1.079
10.182000,0.0201,0.4238,0.9925,1.079
10.187000,0.0333,0.4162,0.9989,1.083
10.192000,0.0406,0.4121,1.0043,1.086
10.196000,0.0421,0.4057,1.0133,1.092
10.202000,0.0374,0.4033,1.0226,1.100
10.213000,0.0247,0.4001,1.0416,1.116
10.214000,0.0128,0.3965,1.0582,1.130
10.216000,0.0047,0.3953,1.0765,1.147
10.222000,-0.0012,0.3938,1.0885,1.158
10.226000,-0.0029,0.3911,1.0980,1.166
10.231000,-0.0041,0.3882,1.1051,1.171
10.237000,-0.0046,0.3830,1.1041,1.169
10.240000,-0.0043,0.3840,1.1019,1.167
10.245000,-0.0012,0.3872,1.1010,1.167
10.253000,0.0045,0.3960,1.0975,1.167
10.255000,0.0062,0.4031,1.0826,1.155
10.260000,0.0106,0.4106,1.0687,1.145
10.265000,0.0225,0.4170,1.0573,1.137
10.271000,0.0340,0.4148,1.0509,1.130
10.275000,0.0462,0.4126,1.0392,1.119
10.280000,0.0513,0.4136,1.0272,1.109
10.285000,0.0579,0.4087,1.0233,1.103
10.292000,0.0650,0.4040,1.0258,1.104
10.295000,0.0714,0.3938,1.0380,1.112
10.304000,0.0711,0.3755,1.0599,1.127
10.306000,0.0728,0.3572,1.0848,1.144
10.309000,0.0648,0.3391,1.1068,1.159
10.314000,0.0545,0.3222,1.1246,1.171
10.320000,0.0484,0.3020,1.1427,1.183
10.331000,0.0421,0.2893,1.1537,1.190
10.334000,0.0401,0.2759,1.1552,1.188
10.335000,0.0367,0.2639,1.1481,1.179
10.338000,0.0325,0.2585,1.1390,1.168
10.344000,0.0269,0.2536,1.1271,1.156
10.348000,0.0159,0.2522,1.1124,1.141
10.353000,0.0142,0.2546,1.1078,1.137
10.358000,0.0130,0.2578,1.1137,1.143
10.363000,0.0150,0.2639,1.1188,1.150
10.367000,0.0223,0.2619,1.1286,1.159
10.373000,0.0335,0.2588,1.1405,1.170
10.379000,0.0460,0.2519,1.1493,1.177
10.383000,0.0618,0.2453,1.1552,1.183
10.388000,0.0679,0.2378,1.1581,1.184
10.395000,0.0701,0.2326,1.1539,1.179
10.397000,0.0699,0.2268,1.1383,1.163
10.402000,0.0621,0.2195,1.1185,1.142
10.406000,0.0552,0.2109,1.0951,1.117
10.412000,0.0494,0.2002,1.0726,1.092
10.417000,0.0401,0.1860,1.0465,1.064
10.423000,0.0296,0.1799,1.0155,1.032
10.433000,0.0216,0.1772,0.9906,1.007
10.436000,0.0135,0.1836,0.9664,0.984
10.437000,0.0103,0.1899,0.9440,0.963
10.442000,0.0113,0.1989,0.9183,0.940
10.447000,0.0037,0.1963,0.9064,0.927
10.452000,0.0150,0.2121,0.8976,0.922
10.457000,0.0318,0.2256,0.8946,0.923
10.461000,0.0462,0.2361,0.8885,0.921
10.466000,0.0614,0.2383,0.8766,0.910
10.471000,0.0633,0.2407,0.8609,0.896
10.475000,0.0645,0.2507,0.8441,0.883
10.481000,0.0645,0.2592,0.8273,0.869
10.485000,0.0643,0.2710,0.8097,0.856
10.490000,0.0601,0.2771,0.7906,0.840
10.496000,0.0587,0.2807,0.7716,0.823
10.500000,0.0562,0.2868,0.7513,0.806
10.505000,0.0528,0.2866,0.7325,0.788
10.516000,0.0504,0.2864,0.7184,0.775
10.517000,0.0369,0.2602,0.6996,0.747
10.520000,0.0345,0.2827,0.6974,0.753
10.524000,0.0413,0.2964,0.6952,0.757
10.542000,0.0445,0.3086,0.7013,0.767
10.544000,0.0567,0.3083,0.7066,0.773
10.544000,0.0677,0.2993,0.7079,0.772
10.545000,0.0789,0.2973,0.7098,0.774
10.549000,0.0892,0.2995,0.7149,0.780
10.554000,0.0982,0.3015,0.7201,0.787
10.560000,0.1016,0.3003,0.7267,0.793
10.564000,0.1043,0.2995,0.7284,0.794
10.568000,0.1019,0.2956,0.7325,0.796
10.574000,0.0972,0.2939,0.7350,0.797
10.578000,0.0885,0.2932,0.7398,0.801
10.583000,0.0775,0.2978,0.7481,0.809
10.588000,0.0648,0.3049,0.7711,0.832
10.594000,0.0560,0.3132,0.7894,0.851
10.598000,0.0499,0.3149,0.8080,0.869
10.603000,0.0421,0.3034,0.8241,0.879
10.614000,0.0501,0.3125,0.8363,0.894
10.616000,0.0499,0.3181,0.8529,0.912
10.618000,0.0345,0.3203,0.8683,0.926
10.623000,0.0211,0.3213,0.8829,0.940
10.628000,0.0133,0.3200,0.8888,0.945
10.638000,0.0054,0.3240,0.8946,0.952
10.639000,0.0040,0.3288,0.8917,0.950
10.642000,0.0006,0.3364,0.8880,0.950
10.647000,-0.0046,0.3435,0.8793,0.944
10.652000,-0.0014,0.3479,0.8658,0.933
10.657000,-0.0009,0.3547,0.8482,0.919
10.662000,-0.0024,0.3616,0.8290,0.904
10.666000,0.0006,0.3630,0.8114,0.889
10.671000,0.0028,0.3669,0.7989,0.879
10.676000,0.0089,0.3718,0.7909,0.874
10.681000,0.0106,0.3750,0.7916,0.876
10.685000,0.0152,0.3791,0.7984,0.884
10.691000,0.0167,0.3835,0.8055,0.892
10.696000,0.0179,0.3879,0.8182,0.906
10.700000,0.0233,0.3887,0.8412,0.927
10.706000,0.0279,0.3933,0.8673,0.953
10.714000,0.0335,0.3974,0.8817,0.968
10.718000,0.0382,0.4009,0.8890,0.976
10.721000,0.0411,0.3992,0.8976,0.983
10.726000,0.0469,0.4001,0.9007,0.987
10.731000,0.0484,0.4038,0.8963,0.984
10.744000,0.0460,0.4092,0.8951,0.985
10.747000,0.0426,0.4150,0.8951,0.988
10.747000,0.0374,0.4180,0.8907,0.985
10.749000,0.0328,0.4246,0.8900,0.987
10.755000,0.0303,0.4294,0.8854,0.984
10.760000,0.0274,0.4331,0.8846,0.985
10.765000,0.0321,0.4346,0.8832,0.985
10.770000,0.0362,0.4397,0.8851,0.989
10.774000,0.0384,0.4392,0.8888,0.992
10.780000,0.0364,0.4377,0.8883,0.991
10.785000,0.0342,0.4412,0.8876,0.992
10.789000,0.0286,0.4460,0.8846,0.991
10.794000,0.0228,0.4499,0.8851,0.993
10.799000,0.0157,0.4548,0.8866,0.997
10.810000,0.0064,0.4582,0.8873,0.999
10.811000,-0.0026,0.4582,0.8961,1.006
10.816000,-0.0070,0.4580,0.8995,1.009
10.818000,-0.0109,0.4580,0.9039,1.013
10.823000,-0.0099,0.4531,0.9047,1.012
10.830000,-0.0077,0.4531,0.9039,1.011
10.833000,-0.0036,0.4492,0.9105,1.015
10.837000,-0.0021,0.4473,0.9100,1.014
10.843000,-0.0016,0.4465,0.9132,1.017
10.848000,-0.0007,0.4473,0.9232,1.026
10.853000,0.0057,0.4485,0.9271,1.030
10.860000,0.0074,0.4473,0.9247,1.027
10.862000,0.0064,0.4482,0.9252,1.028
10.867000,0.0079,0.4499,0.9247,1.028
10.873000,0.0074,0.4477,0.9261,1.029
10.878000,0.0028,0.4470,0.9215,1.024
10.882000,0.0001,0.4463,0.9169,1.020
10.887000,-0.0036,0.4438,0.9127,1.015
10.894000,-0.0060,0.4394,0.9064,1.007
10.897000,-0.0051,0.4353,0.8988,0.999
10.902000,-0.0073,0.4329,0.8902,0.990
10.909000,-0.0056,0.4282,0.8866,0.985
10.919000,-0.0063,0.4224,0.8822,0.978
10.921000,-0.0053,0.4216,0.8793,0.975
10.923000,-0.0053,0.4243,0.8758,0.973
10.926000,-0.0060,0.4302,0.8719,0.972
10.931000,-0.0060,0.4336,0.8744,0.976
10.936000,-0.0004,0.4333,0.8846,0.985
10.948000,0.0103,0.4311,0.9051,1.003
10.950000,0.0216,0.4297,0.9247,1.020
10.951000,0.0318,0.4243,0.9491,1.040
10.956000,0.0404,0.4136,0.9706,1.056
10.961000,0.0440,0.3955,0.9850,1.062
10.966000,0.0433,0.3801,0.9962,1.067
10.970000,0.0316,0.3606,1.0016,1.065
10.977000,0.0179,0.3533,1.0092,1.069
10.980000,0.0067,0.3620,1.0204,1.083
10.985000,-0.0051,0.3694,1.0272,1.092
10.990000,-0.0107,0.3779,1.0172,1.085
10.997000,-0.0060,0.3808,1.0082,1.078
11.000000,0.0003,0.3813,1.0035,1.074
11.004000,0.0130,0.3745,0.9918,1.060
11.016000,0.0237,0.3677,0.9774,1.045
11.017000,0.0242,0.3645,0.9659,1.033
