time,gFx,gFy,gFz,aT
50.120000,-0.0319,0.2419,0.9698,1.000
50.124000,-0.0595,0.2468,0.9991,1.031
50.128000,-0.0742,0.2497,1.0309,1.063
50.133000,-0.0722,0.2456,1.0616,1.092
50.137000,-0.0554,0.2031,1.0668,1.087
50.143000,-0.0097,0.1486,1.0433,1.054
50.147000,0.0023,0.1662,1.0397,1.053
50.152000,0.0040,0.1906,1.0433,1.061
50.167000,0.0008,0.2317,1.0443,1.070
50.168000,-0.0148,0.2663,1.0201,1.054
50.169000,-0.0385,0.2707,0.9740,1.012
50.172000,-0.0290,0.2707,0.9393,0.978
50.176000,0.0047,0.2590,0.9130,0.949
50.181000,0.0447,0.2571,0.8858,0.923
50.186000,0.0723,0.2456,0.8627,0.900
50.191000,0.0853,0.2436,0.8553,0.893
50.196000,0.0799,0.2436,0.8585,0.896
50.201000,0.0672,0.2502,0.8580,0.896
50.206000,0.0555,0.2529,0.8734,0.911
50.211000,0.0386,0.2492,0.8944,0.929
50.216000,0.0206,0.2407,0.9139,0.945
50.221000,0.0032,0.2260,0.9330,0.960
50.230000,-0.0131,0.2133,0.9525,0.976
50.231000,-0.0331,0.1989,0.9698,0.991
50.235000,-0.0497,0.1838,0.9911,1.009
