time,ax,ay,az,aT
5.1840,-0.4386,0.0804,-0.0879,0.454
5.2060,-0.3003,-0.1323,-0.2503,0.413
5.2070,-0.1595,-0.3045,-0.3369,0.481
5.2130,0.0050,-0.3221,-0.4432,0.548
5.2230,0.1333,-0.1875,-0.6828,0.721
5.2330,0.1647,0.0219,-0.8833,0.899
5.2420,0.2683,0.2648,-0.9667,1.038
5.2670,0.2156,0.4803,-1.1036,1.223
5.2680,0.1244,0.6865,-1.2169,1.403
5.2720,0.1312,0.8457,-1.1917,1.467
5.2820,0.1043,0.7888,-1.1830,1.426
5.3340,0.0804,0.7110,-0.9817,1.215
5.3350,0.1180,0.6513,-0.8179,1.052
5.3360,0.1184,0.5397,-0.6952,0.888
5.3370,0.1596,0.5117,-0.6907,0.874
5.3380,0.1289,0.3941,-0.7658,0.871
